Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2024-01-02,137.67092895507812,138.94630438637614,135.9870307924664,138.0495612625078,23711200
2024-01-03,138.41822814941406,139.12567036509972,136.58487775890734,136.75426190549678,24212100
2024-01-04,135.89735412597656,138.65735304986882,135.85750529693797,137.92002048142746,27137700
2024-01-05,135.23974609375,136.66458891457754,134.66183919892327,136.25606616421598,22506000
2024-01-08,138.33851623535156,138.50790038311104,135.76783318574974,135.79772361160872,21404000
2024-01-09,140.44090270996094,140.97896080972643,137.6510129285237,137.9997548525819,24759600
2024-01-10,141.76609802246094,142.48349867263119,140.40105118706725,140.49072246741957,21320200
2024-01-11,141.5668182373047,144.6954761563001,140.1320169897214,142.97172905920294,24008700
2024-01-12,142.13475036621094,142.68276683874566,141.3077616574565,142.15468238439635,18768600
2024-01-16,141.97532653808594,143.82860876024412,140.93907454092556,141.4870909621475,22670500
2024-01-17,140.9590301513672,141.3276888947719,138.39830535616042,140.83946844078756,20968600
2024-01-18,142.96176147460938,143.6891357400747,141.47715292408563,141.53693377797572,25746400
2024-01-19,145.85128784179688,145.9210270994899,143.85851173882352,144.21721204550573,33300700
2024-01-22,145.4626922607422,147.85401742312334,145.31322493579674,146.56868356917025,32200400
2024-01-23,146.50888061523438,146.64837432307408,144.9744498289976,145.36304052967063,21636100
2024-01-24,148.1628875732422,149.3087428568861,147.5650639155649,148.0034618497254,25233500
2024-01-25,151.32144165039062,152.4971874037259,148.99985577128933,149.52795540200455,29149100
2024-01-26,151.64028930664062,151.98901597789123,150.4645435827961,150.55423005590535,26115500
2024-01-29,152.9555206298828,153.22454965433968,150.88303170821908,151.51076103072688,27784300
2024-01-30,150.91293334960938,153.0651198773838,150.6439043322597,152.24808962231998,36331800
2024-01-31,139.59396362304688,143.47987070654617,139.3647834384674,143.10123840478371,71910000
2024-02-01,140.650146484375,142.5432777745924,140.2814725524416,141.60667053706408,40466500
2024-02-02,141.86572265625,142.10484603637684,136.00695658436337,138.75698188153785,62470600
2024-02-05,143.1610107421875,144.94455365415317,142.26426768504354,142.30413171637227,38505400
2024-02-06,143.57952880859375,144.83497231956045,142.67281200439112,144.12753009117665,29128200
2024-02-07,145.01431274414062,145.09402561403104,143.41012734632514,144.23713126730334,25208900
2024-02-08,145.3829803466797,145.8014614926525,144.5759084791839,145.30326748025513,22563800
2024-02-09,148.46180725097656,148.9002203895404,145.65198588309397,146.15017986715765,26829500
2024-02-12,146.9971160888672,148.80057588309657,146.8376903646867,147.88390077456958,21564100
2024-02-13,144.6157684326172,146.14024101150272,143.17100872628671,144.3965618340097,27837700
2024-02-14,145.41287231445312,145.9907791994086,143.5695483675491,145.5523660312579,22704200
2024-02-15,142.2543182373047,143.00160923320863,139.9526644025084,142.62297693010822,37590700
2024-02-16,140.012451171875,142.6728054053805,139.6338188527591,142.47353083877866,31451100
