Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2024-01-02,344.9722595214844,351.81611201505206,338.7161582328872,349.9831174771486,19042200
2024-01-03,343.1591796875,346.62594808863787,341.8740800489349,343.66724869839874,15451100
2024-01-04,345.799072265625,346.82515151005265,342.0932270563571,343.1890472206602,12099900
2024-01-05,350.6106872558594,352.1547766619745,344.9423377821408,345.6695403534004,13920700
2024-01-08,357.295166015625,357.6139555903351,350.7103037694419,353.35024383329113,13890200
2024-01-09,356.06982421875,359.267630734609,354.00769412567,355.04374500938036,13463900
2024-01-10,369.0602111816406,371.52081303638715,357.71354020244286,358.7994190594283,22117200
2024-01-11,368.26324462890625,371.3613950190208,361.5488728356268,370.7138746559575,17205400
2024-01-12,373.06488037109375,375.6251076133825,368.1337356810602,368.751371426356,19295700
2024-01-16,366.0616455078125,374.18062511376075,365.83254021530996,372.22809228321756,15306900
2024-01-17,366.9681701660156,367.1375366109116,357.2453019303591,364.90604021496694,12724800
2024-01-18,374.69866943359375,375.4159307418802,369.538388844185,370.07631202431554,16354300
2024-01-19,381.9908142089844,382.8973245006052,376.53165710401225,377.55773627942625,21470100
2024-01-22,380.3271484375,388.86454290062073,379.70951268989916,386.4736820963988,17680500
2024-01-23,383.7341613769531,386.9020528202429,380.6260087744348,383.15635150026014,15506100
2024-01-24,389.2132263183594,394.64246842343516,386.33420945047754,388.51587796655923,15698500
2024-01-25,391.68377685546875,393.984983898379,384.19240457393084,388.6852518488727,15091100
2024-01-26,392.6401672363281,395.28007693344165,390.09985268135483,392.8493595968491,13163700
2024-01-29,399.4939270019531,401.3966622382712,391.60408320052903,393.48687508894693,18742400
2024-01-30,398.53759765625,404.8136112931939,398.0494720449054,402.0541632759467,18614700
2024-01-31,388.6553955078125,396.4854708674238,385.62695525812825,387.5197190136379,20180800
2024-02-01,393.2777099609375,398.9759443902595,391.55428232778945,392.4409101302402,29727100
2024-02-02,473.1824645996094,484.1107206070922,451.28612668957794,457.85104547308083,84615500
2024-02-05,457.6617431640625,470.10420340045386,457.47246376690913,468.09190134825633,40832400
2024-02-06,452.9896240234375,465.34243137297625,451.2761680413066,462.234308987122,21655200
2024-02-07,467.8030090332031,469.72565727567735,454.4440360712511,456.25711750265236,23066000
2024-02-08,468.21142578125,468.7991769016106,463.26033778618626,466.5378262790594,18815100
2024-02-09,466.3286437988281,471.7878012003474,465.691095057858,471.1502524593773,18413100
2024-02-12,467.11566162109375,477.3266567030711,464.80448275497184,466.40837193757676,19382000
2024-02-13,458.3690490722656,466.1095004797401,453.35819150952534,455.13141666051735,20916600
2024-02-14,471.4789733886719,472.3058015200687,464.3163318688956,466.1493262626268,16858400
2024-02-15,482.1880798339844,486.7606094833743,470.42302382509234,473.4713769246856,24212300
2024-02-16,471.5188293457031,477.1373510091864,467.4244537832478,476.2905795297128,23306500
